cuid,city,type,province,population
2442098,Richmond,Ville,Quebec,3232
2460040,L'Épiphanie,Paroisse (municipalité de),Quebec,3200
2434048,Portneuf,Ville,Quebec,3187
2468050,Saint-Michel,Municipalité,Quebec,3186
2405032,Paspébiac,Ville,Quebec,3164
2462025,Saint-Alphonse-Rodriguez,Municipalité,Quebec,3162
2441055,Ascot Corner,Municipalité,Quebec,3158
2444071,Compton,Municipalité,Quebec,3131
2457033,Saint-Jean-Baptiste,Municipalité,Quebec,3107
2402005,Percé,Ville,Quebec,3103
2447010,Saint-Alphonse-de-Granby,Municipalité,Quebec,3094
2418045,Cap-Saint-Ignace,Municipalité,Quebec,3089
2415035,Clermont,Ville,Quebec,3085
2495045,Forestville,Ville,Quebec,3081
2456097,Mont-Saint-Grégoire,Municipalité,Quebec,3077
2410030,Saint-Anaclet-de-Lessard,Paroisse (municipalité de),Quebec,3071
2454072,Saint-Liboire,Municipalité,Quebec,3062
2492040,Normandin,Ville,Quebec,3033
2439060,Saint-Christophe-d'Arthabaska,Paroisse (municipalité de),Quebec,3021
2476008,Saint-André-d'Argenteuil,Municipalité,Quebec,3020
2461050,Sainte-Mélanie,Municipalité,Quebec,2989
2451065,Saint-Alexis-des-Monts,Paroisse (municipalité de),Quebec,2981
2442005,Stoke,Municipalité,Quebec,2955
2477030,Piedmont,Municipalité,Quebec,2950
2419105,Beaumont,Municipalité,Quebec,2942
2434065,Saint-Marc-des-Carrières,Ville,Quebec,2911
2454030,Sainte-Marie-Madeleine,Paroisse (municipalité de),Quebec,2892
2455015,Saint-Paul-d'Abbotsford,Municipalité,Quebec,2890
2421030,Sainte-Anne-de-Beaupré,Ville,Quebec,2880
2426063,Saint-Isidore,Municipalité,Quebec,2880
2478005,Val-Morin,Municipalité,Quebec,2870
2489040,Senneterre,Ville,Quebec,2868
2413005,Dégelis,Ville,Quebec,2863
2451020,Yamachiche,Municipalité,Quebec,2830
2476052,Grenville-sur-la-Rouge,Municipalité,Quebec,2824
2480050,Thurso,Ville,Quebec,2818
2431056,Adstock,Municipalité,Quebec,2806
2409092,Sainte-Luce,Municipalité,Quebec,2801
2493030,Saint-Bruno,Municipalité,Quebec,2801
2445008,Stanstead,Ville,Quebec,2788
2461045,Notre-Dame-de-Lourdes,Municipalité,Quebec,2783
2453065,Sainte-Anne-de-Sorel,Municipalité,Quebec,2771
2494245,Saint-David-de-Falardeau,Municipalité,Quebec,2768
2477012,Sainte-Marguerite-du-Lac-Masson,Ville,Quebec,2763
2455037,Rougemont,Municipalité,Quebec,2755
2499095,Kuujjuaq,Village nordique,Quebec,2754
2491035,Saint-Prime,Municipalité,Quebec,2753
2487058,Macamic,Ville,Quebec,2751
2479078,Lac-des-Écorces,Municipalité,Quebec,2734
2405045,Bonaventure,Ville,Quebec,2706
2479097,Ferme-Neuve,Municipalité,Quebec,2706
2455008,Ange-Gardien,Municipalité,Quebec,2699
2441098,Weedon,Municipalité,Quebec,2670
2432045,Plessisville,Paroisse (municipalité de),Quebec,2663
2469017,Saint-Chrysostome,Municipalité,Quebec,2645
2452080,Saint-Gabriel,Ville,Quebec,2640
2452085,Saint-Gabriel-de-Brandon,Municipalité,Quebec,2635
2434038,Saint-Basile,Ville,Quebec,2631
2469070,Saint-Anicet,Municipalité,Quebec,2626
2457045,Saint-Mathieu-de-Beloeil,Municipalité,Quebec,2619
2406005,Maria,Municipalité,Quebec,2615
2467040,Saint-Isidore,Paroisse (municipalité de),Quebec,2608
2456023,Lacolle,Municipalité,Quebec,2596
2485025,Ville-Marie,Ville,Quebec,2584
2413095,Pohénégamook,Ville,Quebec,2582
2433060,Laurier-Station,Village,Quebec,2573
2446035,Bedford,Ville,Quebec,2560
2454060,Saint-Dominique,Municipalité,Quebec,2553
2449040,Wickham,Municipalité,Quebec,2541
2454035,La Présentation,Municipalité,Quebec,2540
2433035,Saint-Gilles,Paroisse (municipalité de),Quebec,2525
2433102,Sainte-Croix,Municipalité,Quebec,2516
2493020,Hébertville,Municipalité,Quebec,2491
2435050,Sainte-Thècle,Municipalité,Quebec,2484
2445060,Sainte-Catherine-de-Hatley,Municipalité,Quebec,2479
2429045,Saint-Martin,Paroisse (municipalité de),Quebec,2477
2478120,Labelle,Municipalité,Quebec,2477
2404047,Cap-Chat,Ville,Quebec,2476
2497035,Fermont,Ville,Quebec,2474
2454017,Saint-Damase,Municipalité,Quebec,2473
2456055,Saint-Alexandre,Municipalité,Quebec,2469
2483032,Gracefield,Ville,Quebec,2462
2453025,Sainte-Victoire-de-Sorel,Municipalité,Quebec,2461
2427008,Saint-Victor,Municipalité,Quebec,2448
2469055,Huntingdon,Ville,Quebec,2444
2485005,Témiscaming,Ville,Quebec,2431
2417010,Saint-Pamphile,Ville,Quebec,2400
2426022,Saint-Elzéar,Municipalité,Quebec,2400
2429112,Saint-Éphrem-de-Beauce,Municipalité,Quebec,2400
2419097,Saint-Charles-de-Bellechasse,Municipalité,Quebec,2396
2419082,Saint-Raphaël,Municipalité,Quebec,2390
2462085,Saint-Michel-des-Saints,Municipalité,Quebec,2359
2426048,Scott,Municipalité,Quebec,2352
2431015,Disraeli,Ville,Quebec,2336
2450042,Saint-Léonard-d'Aston,Municipalité,Quebec,2331
2426055,Saint-Bernard,Municipalité,Quebec,2321
2451008,Maskinongé,Municipalité,Quebec,2319
2467055,Léry,Ville,Quebec,2318
2457068,Saint-Denis-sur-Richelieu,Municipalité,Quebec,2308
2446090,Brigham,Municipalité,Quebec,2306
2407018,Causapscal,Ville,Quebec,2304
2484065,Mansfield-et-Pontefract,Municipalité,Quebec,2285
2452040,Sainte-Geneviève-de-Berthier,Municipalité,Quebec,2280
2442020,Saint-François-Xavier-de-Brompton,Municipalité,Quebec,2273
2492030,Albanel,Municipalité,Quebec,2262
2496802,Pessamit,Indian reserve,Quebec,2256
2454025,Sainte-Madeleine,Village,Quebec,2233
2471020,Saint-Polycarpe,Municipalité,Quebec,2224
2434058,Deschambault-Grondines,Municipalité,Quebec,2220
2402047,Port-Daniel--Gascons,Municipalité,Quebec,2210
2429013,Saint-Gédéon-de-Beauce,Municipalité,Quebec,2205
2431122,East Broughton,Municipalité,Quebec,2199
2499806,Waskaganish,Terres réservées aux Cris,Quebec,2196
2462065,Saint-Côme,Paroisse (municipalité de),Quebec,2193
2452095,Mandeville,Municipalité,Quebec,2189
2453040,Saint-Roch-de-Richelieu,Municipalité,Quebec,2188
2499005,Lebel-sur-Quévillon,Ville,Quebec,2187
2457050,Saint-Marc-sur-Richelieu,Municipalité,Quebec,2172
2442055,Valcourt,Ville,Quebec,2165
2447055,Sainte-Cécile-de-Milton,Municipalité,Quebec,2160
2467005,Saint-Mathieu,Municipalité,Quebec,2156
2419075,Saint-Gervais,Municipalité,Quebec,2153
2450113,Pierreville,Municipalité,Quebec,2143
2479030,Nominingue,Municipalité,Quebec,2137
2423802,Wendake,Indian reserve,Quebec,2134
2444080,Waterville,Ville,Quebec,2121
2414035,Saint-Alexandre-de-Kamouraska,Municipalité,Quebec,2109
2445055,Hatley,Canton (municipalité de),Quebec,2106
2469045,Hinchinbrooke,Municipalité,Quebec,2103
2480037,Papineauville,Municipalité,Quebec,2101
2471005,Rivière-Beaudette,Municipalité,Quebec,2097
2462075,Saint-Damien,Paroisse (municipalité de),Quebec,2094
2448038,Upton,Municipalité,Quebec,2092
2493035,Saint-Gédéon,Municipalité,Quebec,2085
2432013,Saint-Ferdinand,Municipalité,Quebec,2076
2493045,Saint-Nazaire,Municipalité,Quebec,2073
2494235,Saint-Fulgence,Municipalité,Quebec,2071
2456065,Saint-Blaise-sur-Richelieu,Municipalité,Quebec,2066
2462802,Manawan,Indian reserve,Quebec,2060
2452045,Saint-Ignace-de-Loyola,Municipalité,Quebec,2049
2456060,Sainte-Anne-de-Sabrevois,Paroisse (municipalité de),Quebec,2039
2405060,Caplan,Municipalité,Quebec,2024
2437205,Sainte-Anne-de-la-Pérade,Municipalité,Quebec,2019
2490804,Obedjiwan,Indian reserve,Quebec,2019
2420025,Saint-Pierre-de-l'Île-d'Orléans,Municipalité,Quebec,1993
2493065,L'Ascension-de-Notre-Seigneur,Paroisse (municipalité de),Quebec,1987
2471075,Terrasse-Vaudreuil,Municipalité,Quebec,1986
2456035,Saint-Paul-de-l'Île-aux-Noix,Municipalité,Quebec,1980
2488022,Barraute,Municipalité,Quebec,1968
2463030,Saint-Esprit,Municipalité,Quebec,1967
2450128,Saint-François-du-Lac,Municipalité,Quebec,1965
2422010,Fossambault-sur-le-Lac,Ville,Quebec,1960
2468025,Saint-Patrice-de-Sherrington,Municipalité,Quebec,1960
2491802,Mashteuiatsh,Indian reserve,Quebec,1957
2419030,Saint-Damien-de-Buckland,Paroisse (municipalité de),Quebec,1956
2462020,Sainte-Béatrix,Municipalité,Quebec,1955
2439097,Kingsey Falls,Ville,Quebec,1947
2463065,Saint-Liguori,Paroisse (municipalité de),Quebec,1943
2452055,Saint-Barthélemy,Paroisse (municipalité de),Quebec,1934
2468035,Saint-Cyprien-de-Napierville,Municipalité,Quebec,1927
2496025,Pointe-Lebel,Village,Quebec,1918
2476025,Gore,Canton (municipalité de),Quebec,1904
2468015,Hemmingford,Canton (municipalité de),Quebec,1900
2495025,Les Escoumins,Municipalité,Quebec,1891
2478095,Lac-Supérieur,Municipalité,Quebec,1888
2426015,Vallée-Jonction,Municipalité,Quebec,1875
2452062,Saint-Cuthbert,Municipalité,Quebec,1862
2445030,Potton,Canton (municipalité de),Quebec,1852
2483070,Déléage,Municipalité,Quebec,1852
2445093,Eastman,Municipalité,Quebec,1843
2410070,Saint-Fabien,Paroisse (municipalité de),Quebec,1837
2451075,Saint-Élie-de-Caxton,Municipalité,Quebec,1836
2437240,Saint-Narcisse,Paroisse (municipalité de),Quebec,1832
2455030,Sainte-Angèle-de-Monnoir,Municipalité,Quebec,1823
2428045,Sainte-Justine,Municipalité,Quebec,1820
2419110,Saint-Michel-de-Bellechasse,Municipalité,Quebec,1813
2412057,Cacouna,Municipalité,Quebec,1803
2453020,Saint-Robert,Municipalité,Quebec,1803
2495010,Sacré-Coeur,Municipalité,Quebec,1803
2454065,Saint-Valérien-de-Milton,Municipalité,Quebec,1793
2471045,Saint-Clet,Municipalité,Quebec,1779
2499120,Puvirnituq,Village nordique,Quebec,1779
2491020,Chambord,Municipalité,Quebec,1765
2431045,Saint-Joseph-de-Coleraine,Municipalité,Quebec,1762
2409065,Price,Village,Quebec,1759
2499802,Waswanipi,Terres réservées aux Cris,Quebec,1759
2499085,Inukjuak,Village nordique,Quebec,1757
2437220,Champlain,Municipalité,Quebec,1735
2430025,Frontenac,Municipalité,Quebec,1734
2441117,Dudswell,Municipalité,Quebec,1727
2457057,Saint-Charles-sur-Richelieu,Municipalité,Quebec,1717
2476055,Grenville,Village,Quebec,1711
2429030,La Guadeloupe,Village,Quebec,1707
2457075,Saint-Antoine-sur-Richelieu,Municipalité,Quebec,1694
2468040,Saint-Jacques-le-Mineur,Municipalité,Quebec,1690
2454095,Sainte-Hélène-de-Bagot,Municipalité,Quebec,1688
2453072,Yamaska,Municipalité,Quebec,1687
2472043,Saint-Placide,Municipalité,Quebec,1686
2453032,Saint-Ours,Ville,Quebec,1669
2406020,Nouvelle,Municipalité,Quebec,1659
2470040,Saint-Stanislas-de-Kostka,Municipalité,Quebec,1654
2428005,Saint-Zacharie,Municipalité,Quebec,1653
2449030,Saint-Lucien,Municipalité,Quebec,1647
2453050,Saint-Joseph-de-Sorel,Ville,Quebec,1642
2417030,Sainte-Perpétue,Municipalité,Quebec,1639
2414090,Sainte-Anne-de-la-Pocatière,Paroisse (municipalité de),Quebec,1636
2469010,Franklin,Municipalité,Quebec,1636
2456005,Venise-en-Québec,Municipalité,Quebec,1634
2429100,Saint-Benoît-Labre,Municipalité,Quebec,1630
2418060,Saint-François-de-la-Rivière-du-Sud,Municipalité,Quebec,1623
2468020,Sainte-Clotilde,Municipalité,Quebec,1622
2442095,Val-Joli,Municipalité,Quebec,1619
2433052,Saint-Flavien,Municipalité,Quebec,1618
2430095,Lambton,Municipalité,Quebec,1617
2483060,Messines,Municipalité,Quebec,1609
2432065,Lyster,Municipalité,Quebec,1605
2439085,Saint-Albert,Municipalité,Quebec,1601
2414070,Saint-Pacôme,Municipalité,Quebec,1598
2433095,Saint-Antoine-de-Tilly,Municipalité,Quebec,1598
2411010,Saint-Jean-de-Dieu,Municipalité,Quebec,1596
2407085,Sayabec,Municipalité,Quebec,1594
2429120,Notre-Dame-des-Pins,Paroisse (municipalité de),Quebec,1594
2462030,Sainte-Marcelline-de-Kildare,Municipalité,Quebec,1594
2497802,Uashat,Indian reserve,Quebec,1592
2499060,Eeyou Istchee Baie-James,Municipalité,Quebec,1589
2484010,Shawville,Municipalité,Quebec,1587
2408073,Saint-Ulric,Municipalité,Quebec,1585
2439117,Sainte-Clotilde-de-Horton,Municipalité,Quebec,1569
2462070,Sainte-Émélie-de-l'Énergie,Municipalité,Quebec,1567
2476030,Mille-Isles,Municipalité,Quebec,1567
2496035,Chute-aux-Outardes,Village,Quebec,1563
2479005,Notre-Dame-du-Laus,Municipalité,Quebec,1558
2449075,Notre-Dame-du-Bon-Conseil,Village,Quebec,1557
2418065,Berthier-sur-Mer,Municipalité,Quebec,1555
2468005,Saint-Bernard-de-Lacolle,Paroisse (municipalité de),Quebec,1549
2480078,Ripon,Municipalité,Quebec,1542
2497804,Maliotenam,Indian reserve,Quebec,1542
2442110,Cleveland,Canton (municipalité de),Quebec,1541
2420020,Saint-Laurent-de-l'Île-d'Orléans,Municipalité,Quebec,1532
2448045,Saint-Théodore-d'Acton,Municipalité,Quebec,1519
2419025,Saint-Malachie,Paroisse (municipalité de),Quebec,1517
2499020,Chapais,Ville,Quebec,1499
2451060,Saint-Paulin,Municipalité,Quebec,1497
2419037,Armagh,Municipalité,Quebec,1488
2494265,Larouche,Municipalité,Quebec,1486
2445085,Austin,Municipalité,Quebec,1485
2478070,Amherst,Canton (municipalité de),Quebec,1484
2429038,Saint-Honoré-de-Shenley,Municipalité,Quebec,1483
2499135,Salluit,Village nordique,Quebec,1483
2470035,Saint-Louis-de-Gonzague,Paroisse (municipalité de),Quebec,1481
2471055,Pointe-des-Cascades,Village,Quebec,1481
2449113,Saint-Guillaume,Municipalité,Quebec,1476
2417055,Saint-Aubert,Municipalité,Quebec,1474
2421005,Saint-Tite-des-Caps,Municipalité,Quebec,1473
2452030,Sainte-Élisabeth,Municipalité,Quebec,1459
2499015,Matagami,Ville,Quebec,1453
2407057,Lac-au-Saumon,Municipalité,Quebec,1450
2499812,Wemindji,Terres réservées aux Cris,Quebec,1444
2421020,Saint-Joachim,Paroisse (municipalité de),Quebec,1441
2484060,Fort-Coulonge,Village,Quebec,1433
2434078,Saint-Casimir,Municipalité,Quebec,1430
2440017,Wotton,Municipalité,Quebec,1430
2449005,Saint-Félix-de-Kingsey,Municipalité,Quebec,1430
2489010,Rivière-Héva,Municipalité,Quebec,1419
2454090,Saint-Simon,Municipalité,Quebec,1413
2434090,Saint-Ubalde,Municipalité,Quebec,1412
2439025,Tingwick,Municipalité,Quebec,1410
2487025,Palmarolle,Municipalité,Quebec,1409
2456042,Henryville,Municipalité,Quebec,1406
2456105,Sainte-Brigide-d'Iberville,Municipalité,Quebec,1402
2427060,Tring-Jonction,Village,Quebec,1401
2469060,Godmanchester,Canton (municipalité de),Quebec,1394
2456015,Noyan,Municipalité,Quebec,1392
2406030,Pointe-à-la-Croix,Municipalité,Quebec,1391
2405040,New Carlisle,Municipalité,Quebec,1388
2449095,Saint-Majorique-de-Grantham,Paroisse (municipalité de),Quebec,1388
2477060,Wentworth-Nord,Municipalité,Quebec,1381
2489804,Lac-Simon,Indian reserve,Quebec,1380
2430045,Nantes,Municipalité,Quebec,1377
2427035,Saint-Odilon-de-Cranbourne,Paroisse (municipalité de),Quebec,1374
2416055,Saint-Urbain,Paroisse (municipalité de),Quebec,1373
2491050,La Doré,Paroisse (municipalité de),Quebec,1365
2432072,Laurierville,Municipalité,Quebec,1346
2496040,Ragueneau,Paroisse (municipalité de),Quebec,1343
2471090,Vaudreuil-sur-le-Lac,Village,Quebec,1341
2451070,Saint-Mathieu-du-Parc,Municipalité,Quebec,1338
2478115,La Conception,Municipalité,Quebec,1337
2484082,L'Isle-aux-Allumettes,Municipalité,Quebec,1334
2496030,Pointe-aux-Outardes,Village,Quebec,1332
2416048,Les Éboulements,Municipalité,Quebec,1331
2451040,Sainte-Ursule,Paroisse (municipalité de),Quebec,1330
2454100,Saint-Hugues,Municipalité,Quebec,1327
2469065,Sainte-Barbe,Municipalité,Quebec,1324
2442032,Racine,Municipalité,Quebec,1323
2468045,Saint-Édouard,Municipalité,Quebec,1321
2493055,Labrecque,Municipalité,Quebec,1321
2493025,Hébertville-Station,Village,Quebec,1311
2463023,Saint-Alexis,Municipalité,Quebec,1308
2449025,L'Avenir,Municipalité,Quebec,1307
2448010,Roxton Falls,Village,Quebec,1305
2447040,Saint-Joachim-de-Shefford,Municipalité,Quebec,1301
2412043,L'Isle-Verte,Municipalité,Quebec,1294
2413080,Saint-Louis-du-Ha! Ha!,Paroisse (municipalité de),Quebec,1292
2435010,Lac-aux-Sables,Paroisse (municipalité de),Quebec,1292
2439150,Sainte-Anne-du-Sault,Municipalité,Quebec,1290
2419050,Saint-Lazare-de-Bellechasse,Municipalité,Quebec,1288
2412010,Saint-Hubert-de-Rivière-du-Loup,Municipalité,Quebec,1279
2435035,Hérouxville,Paroisse (municipalité de),Quebec,1278
2485037,Lorrainville,Municipalité,Quebec,1272
2426040,Sainte-Hénédine,Paroisse (municipalité de),Quebec,1271
2470005,Saint-Urbain-Premier,Municipalité,Quebec,1264
2439135,Saint-Valère,Municipalité,Quebec,1263
2478020,Sainte-Lucie-des-Laurentides,Municipalité,Quebec,1256
2484015,Clarendon,Municipalité,Quebec,1256
2406804,Listuguj,Indian reserve,Quebec,1241
2426005,Frampton,Municipalité,Quebec,1239
2412065,Saint-Arsène,Paroisse (municipalité de),Quebec,1230
2413025,Rivière-Bleue,Municipalité,Quebec,1230
2415058,Saint-Siméon,Municipalité,Quebec,1227
2488075,Trécesson,Canton (municipalité de),Quebec,1223
2483802,Kitigan Zibi,Indian reserve,Quebec,1221
2454110,Saint-Jude,Municipalité,Quebec,1214
2490802,Wemotaci,Indian reserve,Quebec,1213
2463005,Sainte-Marie-Salomé,Paroisse (municipalité de),Quebec,1209
2446017,Saint-Armand,Municipalité,Quebec,1205
2478130,La Minerve,Municipalité,Quebec,1205
2469802,Akwesasne,Indian reserve,Quebec,1202
2494210,L'Anse-Saint-Jean,Municipalité,Quebec,1201
2434097,Saint-Alban,Municipalité,Quebec,1198
2451025,Saint-Barnabé,Paroisse (municipalité de),Quebec,1196
2491005,Lac-Bouchette,Municipalité,Quebec,1196
2433080,Saint-Édouard-de-Lotbinière,Paroisse (municipalité de),Quebec,1194
2489045,Senneterre,Paroisse (municipalité de),Quebec,1192
2469030,Très-Saint-Sacrement,Paroisse (municipalité de),Quebec,1186
2442100,Saint-Claude,Municipalité,Quebec,1185
2441070,Bury,Municipalité,Quebec,1174
2405055,Saint-Siméon,Paroisse (municipalité de),Quebec,1171
2433017,Sainte-Agathe-de-Lotbinière,Municipalité,Quebec,1168
2409025,Saint-Gabriel-de-Rimouski,Municipalité,Quebec,1167
2412020,Saint-Modeste,Municipalité,Quebec,1162
2483095,Grand-Remous,Municipalité,Quebec,1161
2426010,Saints-Anges,Paroisse (municipalité de),Quebec,1157
2439043,Saint-Norbert-d'Arthabaska,Municipalité,Quebec,1157
2450023,Saint-Wenceslas,Municipalité,Quebec,1157
2485045,Saint-Bruno-de-Guigues,Municipalité,Quebec,1154
2412080,Notre-Dame-du-Portage,Municipalité,Quebec,1151
2479047,La Macaza,Municipalité,Quebec,1150
2434115,Saint-Léonard-de-Portneuf,Municipalité,Quebec,1145
2416023,L'Isle-aux-Coudres,Municipalité,Quebec,1143
2438065,Saint-Pierre-les-Becquets,Municipalité,Quebec,1137
2404010,Saint-Maxime-du-Mont-Louis,Municipalité,Quebec,1134
2414005,Mont-Carmel,Municipalité,Quebec,1127
2416050,Saint-Hilarion,Paroisse (municipalité de),Quebec,1127
2419020,Saint-Léon-de-Standon,Paroisse (municipalité de),Quebec,1127
2449105,Saint-Eugène,Municipalité,Quebec,1126
2431020,Disraeli,Paroisse (municipalité de),Quebec,1123
2462080,Saint-Zénon,Municipalité,Quebec,1120
2413065,Saint-Michel-du-Squatec,Municipalité,Quebec,1113
2498005,Blanc-Sablon,Municipalité,Quebec,1112
2446010,Frelighsburg,Municipalité,Quebec,1111
2433030,Saint-Narcisse-de-Beaurivage,Paroisse (municipalité de),Quebec,1106
2456010,Saint-Georges-de-Clarenceville,Municipalité,Quebec,1103
2471110,Sainte-Marthe,Municipalité,Quebec,1097
2415030,Saint-Aimé-des-Lacs,Municipalité,Quebec,1095
2480045,Plaisance,Municipalité,Quebec,1088
2448015,Roxton,Canton (municipalité de),Quebec,1086
2411045,Notre-Dame-des-Neiges,Municipalité,Quebec,1085
2446105,Sainte-Sabine,Municipalité,Quebec,1085
2426035,Sainte-Marguerite,Paroisse (municipalité de),Quebec,1078
2430072,Saint-Ludger,Municipalité,Quebec,1071
2412005,Saint-Cyprien,Municipalité,Quebec,1066
2408023,Sainte-Félicité,Municipalité,Quebec,1065
2442075,Melbourne,Canton (municipalité de),Quebec,1063
2419117,Saint-Vallier,Municipalité,Quebec,1061
2420015,Saint-Jean-de-l'Île-d'Orléans,Municipalité,Quebec,1059
2445105,Stukely-Sud,Village,Quebec,1058
